station,target_date,issue_date,pull_seq,lead_days,min_temp_c,avg_temp_c,max_temp_c,precip_mm,pressure_hpa,wind_kmh,source,v4_point_c,v4_lower_c,v4_upper_c
Krakow_Centrum,2026-08-08,2026-08-07,1,1,18.2,22.4,25.9,0.1,996.5,14,prognoza,,,
Krakow_Centrum,2026-08-09,2026-08-07,1,2,16.4,22.5,27.9,0,996.3,14,prognoza,,,
Krakow_Centrum,2026-08-09,2026-08-08,1,1,15.8,22.2,27.8,0,996.3,13.7,prognoza,,,
Krakow_Centrum,2026-08-09,,,,,,26.8,,1018,14.4,IMGW_real_15:00,,,
Krakow_Centrum,2026-08-10,2026-08-07,1,3,18.4,26.1,34,0,990.6,20.1,prognoza,,,
Krakow_Centrum,2026-08-10,2026-08-08,1,2,18.4,27.6,35.5,0,990.1,15.8,prognoza,,,
Krakow_Centrum,2026-08-10,2026-08-09,1,1,17.3,26.2,34.1,0,990.6,15.5,prognoza,,,
Krakow_Centrum,2026-08-10,2026-08-09,2,1,17.3,26.3,34.2,0,990.3,17.3,prognoza,,,
Krakow_Centrum,2026-08-10,,,,,,29.2,,1012,14.4,IMGW_real_17:00,,,
Krakow_Centrum,2026-08-11,2026-08-07,1,4,18.7,22.3,25.8,0.1,994.2,14.6,prognoza,,,
Krakow_Centrum,2026-08-11,2026-08-08,1,3,19.2,23.6,27.6,0,994.2,15.7,prognoza,,,
Krakow_Centrum,2026-08-11,2026-08-09,1,2,19.4,23.4,26.9,0,994,15.5,prognoza,,,
Krakow_Centrum,2026-08-11,2026-08-09,2,2,19.8,24.2,27.2,0,993.8,14.8,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-07,1,5,14,19.9,25,0,1000.8,13.1,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-08,1,4,14.3,20.4,25.5,0,1000.7,11.6,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-09,1,3,15.3,20.7,25.7,0,1000.9,9.7,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-09,2,3,15.3,21.3,27,0,1001.1,11.5,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-07,1,6,14.2,20.5,26.1,0,1001.8,10.8,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-08,1,5,15,21.3,26.4,0,1001.4,11.3,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-09,1,4,14.8,21.1,26.3,0,1001.1,10.3,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-09,2,4,14.2,21.3,26.5,0,1001.2,10.5,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-07,1,7,14.3,20.9,26.9,0,998.3,10.4,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-08,1,6,14.8,21.1,26.4,0,998.4,12.2,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-09,1,5,15,21.5,27.3,0,997.6,11.2,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-09,2,5,15,21.5,27.3,0,998.1,11,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-07,1,8,17.5,24,31,0,993.1,9.1,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-08,1,7,17.8,24,30.8,0,993,9.6,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-09,1,6,16.3,24.2,31.6,0,991.9,10.8,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-09,2,6,16,24,31.4,0,992.3,10.7,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-07,1,9,21,27.4,34.4,0,988.5,15,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-08,1,8,19.8,27,34.8,0,989.2,9,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-09,1,7,21.8,27.9,34.7,0,986.9,12.7,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-09,2,7,19.2,27.5,34.7,0,987.1,12.7,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-07,1,10,20.3,24.2,27.9,0,988.8,7.4,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-08,1,9,22.9,26,29,0,987.9,13.9,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-09,1,8,22.6,26.7,30.9,0,986.3,7.8,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-07,1,11,16.5,20.2,24,3.6,983,5.9,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-08,1,10,18.5,26.3,35.3,7.5,984.2,13.7,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-09,1,9,23,29.3,36,0,981,21.5,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-08,1,11,15.1,18.2,22.6,3.9,991.2,11.5,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-09,1,10,25.8,30.4,36.3,0.6,980,11.3,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-08,1,12,13.4,19,24.9,0,992,7.6,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-09,1,11,22,25.3,27.3,3,981.2,11.6,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-08,1,13,16.7,23.3,31,0,987.4,12.7,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-09,1,12,17.3,19.3,21.2,0,986.6,20.4,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-08,1,14,16.4,20,22.6,6.6,985.7,15.9,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-09,1,13,15.3,18.8,23,0,990.6,17.1,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-09,1,14,17,20.1,24.2,0,994.4,12.3,prognoza,,,
Krakow_Centrum,2026-08-11,2026-08-10,1,1,20.3,24.2,26.9,0,994.3,20.2,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-10,1,2,15.9,21.5,26.5,0,1001.2,9.7,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-10,1,3,16.4,21.9,26.5,0,1002,13.8,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-10,1,4,13.9,20.6,26.2,0,999.2,12.5,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-10,1,5,15.4,23.1,30.6,0,993.4,10.4,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-10,1,6,18.7,27.2,34.2,0,988.8,11.3,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-10,1,7,23,27.3,32.4,0,987.4,8.6,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-10,1,8,18.6,22.5,24.7,3,985.9,13.8,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-10,1,9,16.8,21,25.3,0,992.3,7,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-10,1,10,19.5,24.4,30.3,2.7,990.6,8.5,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-10,1,11,19,20.7,22.6,23.4,983.5,13.1,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-10,1,12,18,19.8,22.4,4.5,983,9.9,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-10,1,13,17.2,19.6,23.3,11.4,982,12.2,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-10,1,14,13.4,15.8,17.8,28.8,979.5,21.7,prognoza,,,
Krakow_Centrum,2026-08-11,2026-08-10,2,1,19.8,24.1,27.1,0,994.3,20.2,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-10,2,2,16.1,21.2,26.2,0,1001.6,10.8,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-10,2,3,16.3,22.4,27.5,0,1002.1,11.9,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-10,2,4,13.8,20.7,26.3,0,998.6,13.4,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-10,2,5,15.6,23.6,31,0,992.7,11,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-10,2,6,19.8,27.6,34.4,0,988.4,11.2,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-10,2,7,21.2,27,32.4,0,987.5,10.8,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-11,1,1,14.9,20.8,26.2,0,1001.7,9.4,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-11,1,2,15.6,22,27.4,0,1002.3,15.5,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-11,1,3,16.2,21.9,27.1,0,999,13.3,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-11,1,4,15.9,23.9,31.2,0,992.8,10.3,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-11,1,5,19.8,27.7,34.8,0,987.7,11.8,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-11,1,6,21.9,28.2,34.7,0,985.7,9.3,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-11,1,7,21.2,24.4,28.9,3,987.3,9.2,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-11,1,8,19.5,23,26.9,0,983,10.7,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-11,1,9,18.7,21.7,24.9,3,982.8,22.9,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-11,1,10,16.2,20.3,24.3,2.1,988.7,8.1,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-11,1,11,19.5,22.7,26.9,6.3,991.6,7.6,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-11,1,12,18.6,21.3,24,0,991.6,10.6,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-11,1,13,20.3,27.4,35,0,987.6,8,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-11,1,14,22.4,26.3,32,1.2,986.9,15,prognoza,,,
Krakow_Centrum,2026-08-12,,,,,,15.5,0,1028.1,0,IMGW_real_06:00,,,
Krakow_Centrum,2026-08-12,2026-08-11,2,1,14.9,20.7,25.8,0,1001.6,9,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-11,2,2,16,22.1,27.3,0,1002.3,14.4,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-11,2,3,15.9,22.1,27.7,0,999.4,13,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-11,2,4,15.6,23.9,31.2,0,992.4,10.8,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-11,2,5,20,27.7,34.4,0,987.9,11.1,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-11,2,6,18.1,25.5,31.4,4.8,985.1,11.8,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-11,2,7,16,19.1,22.7,4.5,987,10,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-11,2,8,16.6,20.9,26.1,0.6,982.8,10.2,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-11,2,9,18.7,21.5,24.9,0.6,982.8,23.2,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-11,2,10,16.2,20.3,24.3,0,988.7,5.1,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-11,2,11,19.5,22.7,26.9,0,991.6,6.9,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-11,2,12,18.6,21.3,24,3,991.6,11.8,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-11,2,13,20.3,27.4,35,0,987.6,8,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-11,2,14,22.4,26.3,32,1.2,986.9,15.9,prognoza,,,
Krakow_Centrum,2026-08-12,2026-08-11,3,1,14.9,20.8,26.1,0,1001.6,10.1,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-11,3,2,15.9,22,27.1,0,1002.3,12.6,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-11,3,3,15.9,22.3,27.4,0,999.3,13.7,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-11,3,4,15.6,23.9,31.2,0,992.5,10.8,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-11,3,5,20,27.7,34.4,0,987.9,11.1,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-11,3,6,18.1,25.5,31.4,4.8,985.1,11.8,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-11,3,7,16,19.1,22.7,4.5,987,10,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-11,3,8,16.6,20.9,26.1,0.6,982.8,10.2,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-11,3,9,18.7,21.5,24.9,0.6,982.8,23.2,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-11,3,10,16.2,20.3,24.3,0,988.7,5.1,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-11,3,11,19.5,22.7,26.9,0,991.6,6.9,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-11,3,12,18.6,21.3,24,3,991.6,11.8,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-11,3,13,20.3,27.4,35,0,987.6,8,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-11,3,14,22.4,26.3,32,1.2,986.9,15.9,prognoza,,,
Krakow_Centrum,2026-08-12,,,,,,21,,1027,15,web_szukaj_przyblizone_ok19:30,,,
Krakow_Centrum,2026-08-13,2026-08-12,1,1,14.6,21.5,27,0,1002.6,13.7,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-12,1,2,16.2,22.6,27.9,0,999.2,13.7,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-12,1,3,17.3,25.6,32.8,0,992.6,9.7,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-12,1,4,20.7,28.3,34.8,0,987.6,19.9,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-12,1,5,19.7,23.1,27.6,18.9,987.4,14.4,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-12,1,6,16.2,20.9,25,1.5,986.5,12.9,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-12,1,7,19.8,22.4,25.4,1.8,979.7,22.3,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-12,1,8,18.4,21.7,26.2,0.6,985.9,19.2,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-12,1,9,16.2,20.6,25.5,0,991.5,10.5,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-12,1,10,16.5,23,30.5,0,989.7,14.9,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-12,1,11,19.2,23.6,30.2,3,986.5,14.9,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-12,1,12,19.3,23.5,28.7,0.6,992,9.9,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-12,1,13,18.6,23.6,29.7,0,993.6,12.2,prognoza,,,
Krakow_Centrum,2026-08-26,2026-08-12,1,14,18.7,25.1,32.5,0,991.8,13.4,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-12,2,1,14.6,21.6,27.3,0,1002.4,12.6,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-12,2,2,16.3,22.6,28,0,998.9,13.3,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-12,2,3,16.9,25.7,33.6,0,992.7,12.2,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-12,2,4,20.7,27.7,34,0,987.9,17.4,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-12,2,5,17.4,20.8,24,16.8,986.1,16.6,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-12,2,6,14.8,18.2,22,1.5,988.4,20.4,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-12,2,7,16.4,20.3,25.2,2.1,986,23.3,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-12,2,8,18,21.9,26.7,0.3,989.6,14,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-12,2,9,19.7,23.7,29.1,0,990.2,4.1,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-12,2,10,20.1,25.8,33.1,0,987.8,7.8,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-12,2,11,23.5,28.8,35.1,0,986.4,7.8,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-12,2,12,22,24.1,27.3,4.2,991.6,14.5,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-12,2,13,17.4,20.2,22.9,0,997.3,11.2,prognoza,,,
Krakow_Centrum,2026-08-26,2026-08-12,2,14,15.1,18.5,22.9,0,999.1,10.1,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-13,1,0,10,,25,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-13,1,1,11.1,,26.7,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-13,1,2,13.9,,32.2,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-13,1,3,16.1,,34.4,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-13,1,4,13.9,,24.4,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-13,1,5,13.3,,20.6,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-13,1,6,13.9,,23.9,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-13,1,7,14.4,,25.6,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-13,1,8,13.9,,26.1,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-13,1,9,13.9,,24.4,,,,AccuWeather_prognoza,,,
Krakow_Centrum,2026-08-13,,,,,,23.9,,,,AccuWeather_real_18:34,,,
Krakow_Centrum,2026-08-13,2026-08-12,3,1,14.6,21.6,27.3,0,1002.4,11.9,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-12,3,2,16.2,22.6,28,0,998.7,13.3,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-12,3,3,16.9,25.8,34,0,992.5,13.3,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-12,3,4,20.7,28,34,0,987.9,17.4,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-12,3,5,17.4,20.8,24,16.8,986.1,16.6,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-12,3,6,14.8,18.2,22,1.5,988.4,20.4,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-12,3,7,16.4,20.3,25.2,2.1,986,23.3,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-12,3,8,18,21.9,26.7,0.3,989.6,14,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-12,3,9,19.7,23.7,29.1,0,990.2,4.1,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-12,3,10,20.1,25.8,33.1,0,987.8,7.8,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-12,3,11,23.5,28.8,35.1,0,986.4,7.8,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-12,3,12,22,24.1,27.3,4.2,991.6,14.5,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-12,3,13,17.4,20.2,22.9,0,997.3,11.2,prognoza,,,
Krakow_Centrum,2026-08-26,2026-08-12,3,14,15.1,18.5,22.9,0,999.1,10.1,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-12,4,1,14.6,21.6,27.3,0,1002.4,11.9,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-12,4,2,16.2,22.6,28,0,998.7,13.3,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-12,4,3,16.9,25.8,34,0,992.5,13.3,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-12,4,4,21.2,28,33.8,0,987.7,17.4,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-12,4,5,17.2,21.9,25.4,9.4,986.3,16.6,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-12,4,6,15.5,18.6,22.9,1.8,986.8,20.4,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-12,4,7,11.9,19,24.7,0,990.4,23.3,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-12,4,8,17.3,25.7,33.5,0,989.8,14,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-12,4,9,21.3,28.5,36.3,0,988.4,4.1,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-12,4,10,22.5,25.9,31,3,991.8,7.8,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-12,4,11,20.1,24.4,28.8,0,990.7,7.8,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-12,4,12,22.9,27.1,34.4,1.8,989.4,14.5,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-12,4,13,23.1,28.9,36.4,0,986.7,11.2,prognoza,,,
Krakow_Centrum,2026-08-26,2026-08-12,4,14,22,27.4,32.8,1.2,985.7,10.1,prognoza,,,
Krakow_Centrum,2026-08-13,,,,,,18.9,,1026.1,8,AccuWeather_real_21:19,,,
Krakow_Centrum,2026-08-13,2026-08-12,5,1,14.6,21.6,27.3,0,1002.4,11.9,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-12,5,2,16.2,22.6,28,0,998.7,13.3,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-12,5,3,16.9,25.8,34,0,992.5,13.3,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-12,5,4,21.2,28,33.8,0,987.7,17.7,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-12,5,5,17.2,21.9,25.4,9.4,986.3,17.2,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-12,5,6,15.5,18.6,22.9,1.8,986.8,18.1,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-12,5,7,11.9,19,24.7,0,990.4,8.7,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-12,5,8,17.3,25.7,33.5,0,989.8,13.7,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-12,5,9,21.3,28.5,36.3,0,988.4,12.6,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-12,5,10,22.5,25.9,31,3,991.8,8,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-12,5,11,20.1,24.4,28.8,0,990.7,7.2,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-12,5,12,22.9,27.1,34.4,1.8,989.4,8.6,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-12,5,13,23.1,28.9,36.4,0,986.7,14.3,prognoza,,,
Krakow_Centrum,2026-08-26,2026-08-12,5,14,22,27.4,32.8,1.2,985.7,9.2,prognoza,,,
Krakow_Centrum,2026-08-13,2026-08-12,6,1,14.6,21.6,27.3,0,1002.4,11.9,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-14,2026-08-12,6,2,16.2,22.6,28,0,998.7,13.3,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-15,2026-08-12,6,3,16.9,25.8,34,0,992.5,13.3,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-16,2026-08-12,6,4,21.2,28,33.8,0,987.7,17.7,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-17,2026-08-12,6,5,17.2,21.9,25.4,9.4,986.3,17.2,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-18,2026-08-12,6,6,15.5,18.6,22.9,1.8,986.8,18.1,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-19,2026-08-12,6,7,11.9,19,24.7,0,990.4,8.7,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-20,2026-08-12,6,8,17.3,25.7,33.5,0,989.8,13.7,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-21,2026-08-12,6,9,21.3,28.5,36.3,0,988.4,12.6,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-22,2026-08-12,6,10,22.5,25.9,31,3,991.8,8,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-23,2026-08-12,6,11,20.1,24.4,28.8,0,990.7,7.2,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-24,2026-08-12,6,12,22.9,27.1,34.4,1.8,989.4,8.6,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-25,2026-08-12,6,13,23.1,28.9,36.4,0,986.7,14.3,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-26,2026-08-12,6,14,22,27.4,32.8,1.2,985.7,9.2,prognoza_poranna_08-13_identyczna_z_pull5,,,
Krakow_Centrum,2026-08-13,,,,,,18,0,1026.9,3,IMGW_real_22:00,,,
Krakow_Centrum,2026-08-14,2026-08-13,1,1,15.1,22,27.6,0,998.8,13.7,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-13,1,2,16.6,25.8,34.4,0,992.4,12.2,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-13,1,3,21.6,28.6,34.3,0.6,987.7,15.4,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-13,1,4,19.6,22.6,25.8,3.1,986.9,11.5,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-13,1,5,18.5,21.3,24.5,1.2,987.6,18.9,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-13,1,6,18.8,24.7,31.9,0,986,19.9,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-13,1,7,17.2,25.6,33.4,0,989.8,13.7,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-13,1,8,21.2,28.4,36.2,0,988.4,12.6,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-13,1,9,22.4,25.8,30.9,3,991.8,8,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-13,1,10,20,24.3,28.7,0,990.7,7.2,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-13,1,11,22.8,27,34.3,1.8,989.4,8.6,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-13,1,12,23,28.8,36.3,0,986.7,14.3,prognoza,,,
Krakow_Centrum,2026-08-26,2026-08-13,1,13,21.9,27.3,32.7,1.2,985.7,9.2,prognoza,,,
Krakow_Centrum,2026-08-27,2026-08-13,1,14,25,31.6,38.9,0,983,13.8,prognoza,,,
Krakow_Centrum,2026-08-14,2026-08-13,2,1,14.8,21.9,27.5,0,998.8,14,prognoza,,,
Krakow_Centrum,2026-08-15,2026-08-13,2,2,16.3,25.7,34.5,0,992.3,11.9,prognoza,,,
Krakow_Centrum,2026-08-16,2026-08-13,2,3,21.3,28.7,36.7,0.4,987.9,14.2,prognoza,,,
Krakow_Centrum,2026-08-17,2026-08-13,2,4,19.5,21.6,24.9,5.8,986.5,14.2,prognoza,,,
Krakow_Centrum,2026-08-18,2026-08-13,2,5,15.9,20.2,24.5,0.6,987.4,18,prognoza,,,
Krakow_Centrum,2026-08-19,2026-08-13,2,6,16.7,21.5,27.6,1.2,986.6,16.3,prognoza,,,
Krakow_Centrum,2026-08-20,2026-08-13,2,7,20.2,26.4,32.9,1.2,987,15.5,prognoza,,,
Krakow_Centrum,2026-08-21,2026-08-13,2,8,21.2,26.7,32.6,0.6,986.7,9.6,prognoza,,,
Krakow_Centrum,2026-08-22,2026-08-13,2,9,21.7,25.3,28.7,0,987.8,24.1,prognoza,,,
Krakow_Centrum,2026-08-23,2026-08-13,2,10,18.8,23.9,29.8,0,991.4,10.4,prognoza,,,
Krakow_Centrum,2026-08-24,2026-08-13,2,11,20.3,24.8,30.5,1.8,986.5,16,prognoza,,,
Krakow_Centrum,2026-08-25,2026-08-13,2,12,17.9,20.8,23.6,0,993.3,13.2,prognoza,,,
Krakow_Centrum,2026-08-26,2026-08-13,2,13,15.5,19.5,24.7,0,996,8.4,prognoza,,,
Krakow_Centrum,2026-08-27,2026-08-13,2,14,16,22.6,29.5,0,988.8,17.4,prognoza,,,
